"date","county","county.1","date.1","total.contacts","completed.21d.total","incomplete.dead","under.followup","new.on.day","healthy.on.day","ill.on.day","unvisited.on.day","unseen.on.day","completed.21d.followup","tracers.on.day","population","alive.non.case","alive.suspect","alive.probable","alive.confirm","cum.non.case","cum.suspect","cum.probable","cum.confirm","cum.dead.suspect","cum.dead.probable","cum.dead.confirmed","CFR"
2014-09-07,"Kenema","Kenema",2014-09-07,2227,1696,NA,538,0,538,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-07,"Koinadugu","Koinadugu",2014-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-07,"Kono","Kono",2014-09-07,133,38,NA,95,0,95,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-07,"Moyamba","Moyamba",2014-09-07,196,121,NA,75,0,75,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-07,"National","National",2014-09-07,7832,4332,NA,3372,25,3358,7,NA,7,23,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-07,"Port Loko","Port Loko",2014-09-07,1157,88,NA,1069,0,1069,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-07,"Pujehun","Pujehun",2014-09-07,208,154,NA,54,0,54,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-07,"Tonkolili","Tonkolili",2014-09-07,463,153,NA,310,14,310,0,NA,0,15,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-07,"Western area rural","Western area rural",2014-09-07,156,0,NA,156,0,156,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-07,"Western area urban","Western area urban",2014-09-07,724,385,NA,339,0,339,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Bo","Bo",2014-09-08,592,442,NA,150,0,146,0,NA,4,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Bombali","Bombali",2014-09-08,541,124,NA,417,8,404,10,NA,3,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Bonthe","Bonthe",2014-09-08,32,27,NA,5,0,5,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Kailahun","Kailahun",2014-09-08,1401,1396,NA,170,10,169,1,NA,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Kambia","Kambia",2014-09-08,30,12,NA,18,0,18,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Kenema","Kenema",2014-09-08,2352,1729,NA,532,83,507,3,NA,25,7,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Koinadugu","Koinadugu",2014-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Kono","Kono",2014-09-08,133,0,NA,95,0,87,6,NA,0,0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Moyamba","Moyamba",2014-09-08,200,132,NA,68,4,63,5,NA,0,7,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"National","National",2014-09-08,8241,4690,NA,3587,266,3392,27,NA,48,46,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Port Loko","Port Loko",2014-09-08,1258,107,NA,1151,10,1139,0,NA,15,3,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Pujehun","Pujehun",2014-09-08,333,154,NA,179,125,54,0,NA,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Tonkolili","Tonkolili",2014-09-08,463,153,NA,310,0,310,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Western area rural","Western area rural",2014-09-08,164,0,NA,164,8,164,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-08,"Western area urban","Western area urban",2014-09-08,742,414,NA,328,18,326,2,NA,0,29,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Bo","Bo",2014-09-09,592,442,NA,150,0,148,1,NA,1,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Bombali","Bombali",2014-09-09,551,124,NA,427,10,418,5,NA,4,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Bonthe","Bonthe",2014-09-09,32,27,NA,5,0,5,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Kailahun","Kailahun",2014-09-09,1413,1096,NA,163,22,162,0,NA,1,3,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Kambia","Kambia",2014-09-09,30,12,NA,18,0,18,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Kenema","Kenema",2014-09-09,2400,1758,NA,605,47,589,0,NA,16,29,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Koinadugu","Koinadugu",2014-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Kono","Kono",2014-09-09,157,38,NA,118,24,87,7,NA,0,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Moyamba","Moyamba",2014-09-09,206,137,NA,67,4,61,6,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"National","National",2014-09-09,8498,4434,NA,3778,279,3693,24,NA,46,89,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Port Loko","Port Loko",2014-09-09,1348,57,NA,1184,90,1165,5,NA,24,57,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Pujehun","Pujehun",2014-09-09,333,154,NA,179,0,178,0,NA,0,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Tonkolili","Tonkolili",2014-09-09,533,153,NA,380,70,380,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Western area rural","Western area rural",2014-09-09,176,0,NA,176,12,176,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-09,"Western area urban","Western area urban",2014-09-09,727,436,NA,306,0,306,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Bo","Bo",2014-09-10,592,456,NA,136,0,132,1,NA,3,0,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Bombali","Bombali",2014-09-10,560,170,NA,390,9,380,4,NA,6,46,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Bonthe","Bonthe",2014-09-10,32,27,NA,5,0,5,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Kailahun","Kailahun",2014-09-10,1397,1097,NA,160,6,158,2,NA,0,4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Kambia","Kambia",2014-09-10,20,12,NA,18,2,18,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Kenema","Kenema",2014-09-10,2421,1810,NA,621,21,614,2,NA,7,52,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Koinadugu","Koinadugu",2014-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Kono","Kono",2014-09-10,157,80,NA,76,0,69,7,NA,0,42,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Moyamba","Moyamba",2014-09-10,206,137,NA,67,0,61,6,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"National","National",2014-09-10,8605,4715,NA,3766,126,3649,37,NA,84,163,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Port Loko","Port Loko",2014-09-10,1417,183,NA,1234,69,1155,13,NA,68,19,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Pujehun","Pujehun",2014-09-10,333,154,NA,178,0,178,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Tonkolili","Tonkolili",2014-09-10,533,153,NA,380,0,380,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Western area rural","Western area rural",2014-09-10,183,0,NA,183,7,181,2,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-10,"Western area urban","Western area urban",2014-09-10,754,436,NA,318,12,318,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Bo","Bo",2014-09-11,592,456,NA,136,0,86,8,NA,0,42,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Bombali","Bombali",2014-09-11,567,176,NA,391,7,384,4,NA,3,6,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Bonthe","Bonthe",2014-09-11,84,27,NA,57,52,57,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Kailahun","Kailahun",2014-09-11,1416,1105,NA,155,19,155,0,NA,0,8,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Kambia","Kambia",2014-09-11,68,12,NA,56,38,55,1,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Kenema","Kenema",2014-09-11,2483,1821,NA,589,52,578,0,NA,11,11,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Koinadugu","Koinadugu",2014-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Kono","Kono",2014-09-11,157,80,NA,77,0,71,6,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Moyamba","Moyamba",2014-09-11,206,149,NA,57,0,51,6,NA,0,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"National","National",2014-09-11,8903,4861,NA,3827,278,3604,28,NA,153,188,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Port Loko","Port Loko",2014-09-11,1514,234,NA,1297,97,1155,3,NA,139,51,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Pujehun","Pujehun",2014-09-11,333,195,NA,137,0,137,0,NA,0,41,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Tonkolili","Tonkolili",2014-09-11,533,170,NA,363,0,363,0,NA,0,17,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Western area rural","Western area rural",2014-09-11,183,0,NA,181,0,181,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-11,"Western area urban","Western area urban",2014-09-11,767,436,NA,331,13,331,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Bo","Bo",2014-09-12,631,498,NA,133,14,130,2,NA,1,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Bombali","Bombali",2014-09-12,582,182,NA,400,15,390,9,NA,1,6,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Bonthe","Bonthe",2014-09-12,84,27,NA,57,0,57,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Kailahun","Kailahun",2014-09-12,1422,1097,NA,147,0,147,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Kambia","Kambia",2014-09-12,98,12,NA,86,30,85,1,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Kenema","Kenema",2014-09-12,2485,1821,NA,638,2,620,0,NA,18,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Koinadugu","Koinadugu",2014-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Kono","Kono",2014-09-12,157,80,NA,77,0,71,5,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Moyamba","Moyamba",2014-09-12,206,149,NA,55,0,51,4,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"National","National",2014-09-12,9052,4905,NA,3939,362,3558,24,NA,175,15,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Port Loko","Port Loko",2014-09-12,1551,238,NA,1313,37,1155,3,NA,155,9,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Pujehun","Pujehun",2014-09-12,333,195,NA,138,0,138,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Tonkolili","Tonkolili",2014-09-12,553,170,NA,383,20,383,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Western area rural","Western area rural",2014-09-12,183,0,NA,181,181,0,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-12,"Western area urban","Western area urban",2014-09-12,767,436,NA,331,63,331,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Bo","Bo",2014-09-13,663,498,NA,165,32,164,1,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Bombali","Bombali",2014-09-13,603,182,NA,421,21,414,5,NA,2,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Bonthe","Bonthe",2014-09-13,84,27,NA,57,0,57,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Kailahun","Kailahun",2014-09-13,1422,1105,NA,166,18,166,0,NA,0,4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Kambia","Kambia",2014-09-13,98,12,NA,85,0,85,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Kenema","Kenema",2014-09-13,2495,1830,NA,640,10,624,3,NA,13,9,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Koinadugu","Koinadugu",2014-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Kono","Kono",2014-09-13,191,80,NA,111,34,105,6,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Moyamba","Moyamba",2014-09-13,206,149,NA,55,0,55,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"National","National",2014-09-13,9316,5224,NA,4153,282,3937,21,NA,195,75,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Port Loko","Port Loko",2014-09-13,1626,498,NA,1368,75,1185,3,NA,180,20,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Pujehun","Pujehun",2014-09-13,333,195,NA,138,0,137,1,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Tonkolili","Tonkolili",2014-09-13,553,182,NA,371,0,371,0,NA,0,12,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Western area rural","Western area rural",2014-09-13,242,30,NA,212,59,212,0,NA,0,30,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-13,"Western area urban","Western area urban",2014-09-13,800,436,NA,364,33,362,2,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Bo","Bo",2014-09-14,663,498,NA,165,32,164,1,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Bombali","Bombali",2014-09-14,626,187,NA,439,23,424,9,NA,6,5,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Bonthe","Bonthe",2014-09-14,84,27,NA,57,0,57,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Kailahun","Kailahun",2014-09-14,1422,1105,NA,166,0,166,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Kambia","Kambia",2014-09-14,98,12,NA,85,0,85,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Kenema","Kenema",2014-09-14,2495,1830,NA,640,0,625,0,NA,15,0,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Koinadugu","Koinadugu",2014-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Kono","Kono",2014-09-14,191,80,NA,111,0,111,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Moyamba","Moyamba",2014-09-14,206,149,NA,55,0,55,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"National","National",2014-09-14,9339,5229,NA,4171,55,4128,14,NA,24,5,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Port Loko","Port Loko",2014-09-14,1626,498,NA,1368,0,1360,3,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Pujehun","Pujehun",2014-09-14,333,195,NA,138,0,137,1,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Tonkolili","Tonkolili",2014-09-14,553,182,NA,371,0,371,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Western area rural","Western area rural",2014-09-14,242,30,NA,212,0,211,0,NA,1,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-14,"Western area urban","Western area urban",2014-09-14,800,436,NA,364,0,362,0,NA,2,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Bo","Bo",2014-09-15,663,498,NA,165,0,165,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Bombali","Bombali",2014-09-15,664,206,NA,458,38,447,7,NA,4,19,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Bonthe","Bonthe",2014-09-15,84,32,NA,52,0,52,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Kailahun","Kailahun",2014-09-15,1440,1120,NA,163,9,162,1,NA,0,15,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Kambia","Kambia",2014-09-15,98,12,NA,85,0,85,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Kenema","Kenema",2014-09-15,2495,1830,NA,640,10,624,3,NA,13,9,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Koinadugu","Koinadugu",2014-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Kono","Kono",2014-09-15,192,80,NA,112,0,105,7,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Moyamba","Moyamba",2014-09-15,218,164,NA,54,0,161,3,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"National","National",2014-09-15,9464,5043,NA,4238,205,4121,23,NA,204,93,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Port Loko","Port Loko",2014-09-15,1642,258,NA,1384,108,1195,2,NA,187,20,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Pujehun","Pujehun",2014-09-15,333,195,NA,138,0,138,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Tonkolili","Tonkolili",2014-09-15,593,182,NA,411,40,411,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Western area rural","Western area rural",2014-09-15,242,30,NA,212,0,212,0,NA,0,30,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-15,"Western area urban","Western area urban",2014-09-15,800,436,NA,364,0,364,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Bo","Bo",2014-09-16,681,514,NA,167,18,167,0,NA,0,16,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Bombali","Bombali",2014-09-16,680,219,NA,461,16,457,4,NA,0,13,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Bonthe","Bonthe",2014-09-16,84,32,NA,64,0,64,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Kailahun","Kailahun",2014-09-16,1458,1120,NA,166,16,165,1,NA,0,4,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Kambia","Kambia",2014-09-16,85,12,NA,85,0,85,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Kenema","Kenema",2014-09-16,2577,1940,NA,656,2,656,0,NA,0,71,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Koinadugu","Koinadugu",2014-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Kono","Kono",2014-09-16,192,80,NA,112,0,105,7,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Moyamba","Moyamba",2014-09-16,218,164,NA,54,0,54,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"National","National",2014-09-16,9668,5203,NA,4416,158,4303,19,NA,94,114,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Port Loko","Port Loko",2014-09-16,1673,258,NA,1415,31,1315,6,NA,94,0,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Pujehun","Pujehun",2014-09-16,333,205,NA,128,0,128,0,NA,0,10,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Tonkolili","Tonkolili",2014-09-16,593,182,NA,451,40,450,1,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Western area rural","Western area rural",2014-09-16,266,41,NA,255,13,255,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-16,"Western area urban","Western area urban",2014-09-16,828,436,NA,402,22,402,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-17,"Bo","Bo",2014-09-17,681,514,NA,167,0,167,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-17,"Bombali","Bombali",2014-09-17,711,235,NA,476,31,461,10,NA,4,16,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-17,"Bonthe","Bonthe",2014-09-17,84,27,NA,57,0,57,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-17,"Kailahun","Kailahun",2014-09-17,1474,1120,NA,156,32,156,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-17,"Kambia","Kambia",2014-09-17,98,12,NA,85,0,85,0,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-17,"Kenema","Kenema",2014-09-17,2618,1976,NA,610,41,600,4,NA,10,36,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-17,"Koinadugu","Koinadugu",2014-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-09-17,"Kono","Kono",2014-09-17,192,80,NA,112,0,110,2,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
